Time,TemperatureF,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_Direction,Wind_SpeedMPH,Conditions,WindDirDegrees,date,hour,Precipitation_flag
2016-03-18 23:51:00,43.0,26.1,51,29.97,10.0,WNW,5.8,Clear,300,2016-03-18,23,0
2016-03-19 00:51:00,42.1,23.0,47,30.0,10.0,NNW,8.1,Clear,330,2016-03-19,0,0
2016-03-19 01:51:00,41.0,19.9,43,30.02,10.0,Variable,5.8,Partly Cloudy,0,2016-03-19,1,0
2016-03-19 02:51:00,41.0,21.0,45,30.01,10.0,Variable,5.8,Clear,0,2016-03-19,2,0
2016-03-19 03:51:00,39.0,19.9,46,30.03,10.0,Variable,5.8,Clear,0,2016-03-19,3,0
2016-03-19 04:51:00,37.9,19.9,48,30.04,10.0,North,5.8,Clear,350,2016-03-19,4,0
2016-03-19 05:51:00,37.0,19.9,50,30.08,10.0,NNE,3.5,Clear,20,2016-03-19,5,0
2016-03-19 06:51:00,36.0,19.9,52,30.1,10.0,Variable,3.5,Clear,0,2016-03-19,6,0
2016-03-19 07:51:00,37.0,19.0,48,30.12,10.0,NNE,5.8,Clear,20,2016-03-19,7,0
2016-03-19 08:51:00,37.9,19.9,48,30.12,10.0,Variable,4.6,Clear,0,2016-03-19,8,0
2016-03-19 09:51:00,39.9,16.0,38,30.14,10.0,NNE,4.6,Clear,30,2016-03-19,9,0
2016-03-19 10:51:00,39.9,14.0,35,30.15,10.0,Variable,3.5,Clear,0,2016-03-19,10,0
2016-03-19 11:51:00,42.1,15.1,34,30.13,10.0,Variable,5.8,Clear,0,2016-03-19,11,0
2016-03-19 12:51:00,44.1,7.0,22,30.1,10.0,Variable,3.5,Clear,0,2016-03-19,12,0
2016-03-19 13:51:00,44.1,7.0,22,30.09,10.0,NW,8.1,Partly Cloudy,320,2016-03-19,13,0
2016-03-19 14:51:00,45.0,9.0,23,30.07,10.0,Variable,5.8,Partly Cloudy,0,2016-03-19,14,0
2016-03-19 15:51:00,45.0,8.1,22,30.04,10.0,Calm,0.0,Clear,0,2016-03-19,15,0
2016-03-19 16:51:00,45.0,8.1,22,30.07,10.0,Calm,0.0,Overcast,0,2016-03-19,16,1
2016-03-19 17:51:00,46.0,10.0,23,30.06,10.0,Calm,0.0,Scattered Clouds,0,2016-03-19,17,0
2016-03-19 18:51:00,46.0,9.0,22,30.07,10.0,NE,4.6,Partly Cloudy,40,2016-03-19,18,0
2016-03-19 19:51:00,45.0,6.1,20,30.08,10.0,North,4.6,Clear,10,2016-03-19,19,0
2016-03-19 20:51:00,45.0,10.9,25,30.08,10.0,Variable,3.5,Clear,0,2016-03-19,20,0
2016-03-19 21:51:00,44.1,12.9,28,30.09,10.0,ENE,6.9,Clear,70,2016-03-19,21,0
2016-03-19 22:51:00,43.0,10.9,27,30.1,10.0,ENE,13.8,Clear,60,2016-03-19,22,0
2016-03-19 23:51:00,39.9,8.1,27,30.11,10.0,ENE,8.1,Clear,60,2016-03-19,23,0
2016-03-20 00:51:00,39.0,8.1,28,30.12,10.0,NE,12.7,Clear,50,2016-03-20,0,0
2016-03-20 01:51:00,37.9,8.1,29,30.12,10.0,NE,9.2,Clear,40,2016-03-20,1,0
2016-03-20 02:51:00,37.0,8.1,30,30.11,10.0,NE,10.4,Clear,50,2016-03-20,2,0
2016-03-20 03:51:00,36.0,9.0,33,30.12,10.0,NE,11.5,Scattered Clouds,50,2016-03-20,3,0
2016-03-20 04:51:00,35.1,9.0,34,30.12,10.0,NE,10.4,Scattered Clouds,50,2016-03-20,4,0
2016-03-20 05:51:00,34.0,9.0,35,30.13,10.0,NE,13.8,Clear,50,2016-03-20,5,0
2016-03-20 06:51:00,33.1,9.0,37,30.15,10.0,ENE,9.2,Overcast,60,2016-03-20,6,1
2016-03-20 07:51:00,32.0,7.0,35,30.17,10.0,ENE,10.4,Partly Cloudy,60,2016-03-20,7,0
2016-03-20 08:51:00,34.0,7.0,32,30.16,10.0,ENE,11.5,Mostly Cloudy,60,2016-03-20,8,1
2016-03-20 09:51:00,34.0,12.0,40,30.17,10.0,ENE,15.0,Mostly Cloudy,70,2016-03-20,9,1
2016-03-20 10:51:00,34.0,14.0,44,30.16,10.0,ENE,16.1,Overcast,70,2016-03-20,10,1
2016-03-20 11:51:00,36.0,17.1,46,30.17,10.0,ENE,8.1,Overcast,60,2016-03-20,11,1
2016-03-20 12:51:00,37.0,19.0,48,30.14,10.0,Variable,5.8,Overcast,0,2016-03-20,12,1
2016-03-20 13:51:00,39.0,19.9,46,30.11,10.0,ENE,10.4,Overcast,70,2016-03-20,13,1
2016-03-20 14:51:00,41.0,21.0,45,30.07,10.0,ENE,10.4,Scattered Clouds,60,2016-03-20,14,0
2016-03-20 15:51:00,39.9,21.9,49,30.04,10.0,ENE,9.2,Mostly Cloudy,70,2016-03-20,15,1
2016-03-20 16:51:00,39.0,24.1,55,30.02,10.0,East,10.4,Mostly Cloudy,80,2016-03-20,16,1
2016-03-20 17:51:00,39.0,23.0,53,30.03,10.0,NE,10.4,Overcast,50,2016-03-20,17,1
2016-03-20 18:51:00,39.0,15.1,38,30.02,10.0,ENE,11.5,Overcast,60,2016-03-20,18,1
2016-03-20 19:51:00,39.0,17.1,41,30.0,10.0,Variable,5.8,Overcast,0,2016-03-20,19,1
2016-03-20 20:44:00,36.0,24.1,62,30.03,2.0,Variable,4.6,Light Snow,0,2016-03-20,20,1
2016-03-20 20:51:00,35.1,25.0,67,30.02,2.0,SE,6.9,Light Snow,130,2016-03-20,20,1
2016-03-20 20:59:00,35.1,26.1,70,30.03,1.5,East,8.1,Light Snow,90,2016-03-20,20,1
2016-03-20 21:08:00,34.0,27.0,75,30.03,2.0,Variable,6.9,Light Snow,0,2016-03-20,21,1
2016-03-20 21:17:00,34.0,27.0,75,30.03,3.0,Variable,4.6,Light Snow,0,2016-03-20,21,1
2016-03-20 21:21:00,34.0,27.0,75,30.03,2.5,East,5.8,Light Snow,90,2016-03-20,21,1
2016-03-20 21:34:00,34.0,28.0,79,30.03,1.8,ENE,8.1,Light Snow,70,2016-03-20,21,1
2016-03-20 21:51:00,34.0,28.9,82,30.0,1.2,Variable,4.6,Light Snow,0,2016-03-20,21,1
2016-03-20 21:58:00,33.1,28.9,85,30.01,1.5,NE,9.2,Light Snow,40,2016-03-20,21,1
2016-03-20 22:10:00,33.1,28.9,85,30.01,1.2,NE,8.1,Light Snow,50,2016-03-20,22,1
2016-03-20 22:29:00,34.0,28.9,82,30.0,2.5,NE,4.6,Light Snow,40,2016-03-20,22,1
2016-03-20 22:51:00,33.1,30.0,89,29.97,2.5,NE,5.8,Light Snow,50,2016-03-20,22,1
2016-03-20 22:58:00,33.1,30.0,89,29.98,3.0,NE,8.1,Light Snow,40,2016-03-20,22,1
2016-03-20 23:35:00,34.0,28.9,82,29.98,2.5,Variable,6.9,Light Snow,0,2016-03-20,23,1
2016-03-20 23:42:00,34.0,28.9,82,29.97,2.5,NNE,5.8,Light Snow,30,2016-03-20,23,1
2016-03-20 23:51:00,34.0,28.9,82,29.95,1.8,NE,8.1,Light Snow,40,2016-03-20,23,1
2016-03-20 23:59:00,34.0,30.0,85,29.97,1.8,Variable,3.5,Light Snow,0,2016-03-20,23,1
2016-03-21 00:13:00,34.0,30.0,85,29.96,1.2,North,6.9,Light Snow,10,2016-03-21,0,1
2016-03-21 00:43:00,33.1,30.0,89,29.96,2.0,Variable,3.5,Light Snow,0,2016-03-21,0,1
2016-03-21 00:51:00,33.1,30.0,89,29.93,2.0,Variable,5.8,Light Snow,0,2016-03-21,0,1
2016-03-21 01:13:00,33.1,30.0,89,29.92,1.2,NNE,9.2,Light Snow,20,2016-03-21,1,1
2016-03-21 01:41:00,33.1,30.0,89,29.92,2.5,NNE,8.1,Light Snow,20,2016-03-21,1,1
2016-03-21 01:48:00,33.8,30.2,87,29.93,5.0,Variable,3.5,Light Snow,0,2016-03-21,1,1
2016-03-21 01:51:00,33.1,30.0,89,29.91,7.0,NE,5.8,Overcast,50,2016-03-21,1,1
2016-03-21 02:48:00,33.8,28.4,81,29.9,2.5,North,8.1,Light Snow,10,2016-03-21,2,1
2016-03-21 02:51:00,33.1,28.9,85,29.88,2.5,Variable,5.8,Light Snow,0,2016-03-21,2,1
2016-03-21 03:01:00,33.1,28.9,85,29.89,1.5,Variable,4.6,Light Snow,0,2016-03-21,3,1
2016-03-21 03:11:00,33.1,28.9,85,29.9,1.8,NNW,8.1,Light Snow,330,2016-03-21,3,1
2016-03-21 03:27:00,33.1,28.9,85,29.88,1.0,NNW,9.2,Light Snow,340,2016-03-21,3,1
2016-03-21 03:29:00,33.1,28.9,85,29.88,1.0,Variable,6.9,Light Snow,0,2016-03-21,3,1
2016-03-21 03:36:00,33.1,28.9,85,29.88,1.0,Variable,6.9,Light Snow,0,2016-03-21,3,1
2016-03-21 03:51:00,33.1,30.0,89,29.86,1.2,Calm,0.0,Light Snow,0,2016-03-21,3,1
2016-03-21 04:35:00,32.0,28.9,88,29.87,1.8,North,9.2,Light Snow,360,2016-03-21,4,1
2016-03-21 04:42:00,32.0,28.9,88,29.87,1.8,Variable,4.6,Light Snow,0,2016-03-21,4,1
2016-03-21 04:51:00,32.0,28.9,88,29.85,1.5,Variable,6.9,Light Snow,0,2016-03-21,4,1
2016-03-21 05:05:00,32.0,28.9,88,29.86,1.8,Variable,4.6,Light Snow,0,2016-03-21,5,1
2016-03-21 05:07:00,32.0,28.9,88,29.86,2.0,Variable,5.8,Light Snow,0,2016-03-21,5,1
2016-03-21 05:25:00,32.0,28.0,85,29.85,3.0,Variable,3.5,Light Snow,0,2016-03-21,5,1
2016-03-21 05:33:00,32.0,28.9,88,29.86,4.0,Calm,0.0,Light Snow,0,2016-03-21,5,1
2016-03-21 05:51:00,32.0,28.0,85,29.83,5.0,Variable,3.5,Overcast,0,2016-03-21,5,1
2016-03-21 06:51:00,32.0,27.0,82,29.82,10.0,North,5.8,Mostly Cloudy,360,2016-03-21,6,1
2016-03-21 07:51:00,32.0,28.0,85,29.84,8.0,Calm,0.0,Overcast,0,2016-03-21,7,1
2016-03-21 08:51:00,34.0,27.0,75,29.83,10.0,Variable,6.9,Scattered Clouds,0,2016-03-21,8,0
2016-03-21 09:51:00,37.0,28.0,70,29.83,10.0,Variable,3.5,Partly Cloudy,0,2016-03-21,9,0
2016-03-21 10:51:00,39.9,24.1,53,29.83,10.0,West,9.2,Clear,270,2016-03-21,10,0
2016-03-21 11:51:00,44.1,23.0,43,29.81,10.0,Variable,6.9,Clear,0,2016-03-21,11,0
2016-03-21 12:51:00,46.9,21.0,36,29.8,10.0,North,6.9,Mostly Cloudy,0,2016-03-21,12,1
2016-03-21 13:51:00,48.0,9.0,21,29.78,10.0,Variable,6.9,Partly Cloudy,0,2016-03-21,13,0
2016-03-21 14:51:00,48.0,8.1,20,29.77,10.0,Variable,5.8,Clear,0,2016-03-21,14,0
2016-03-21 15:51:00,48.9,10.0,21,29.77,10.0,WNW,13.8,Scattered Clouds,290,2016-03-21,15,0
2016-03-21 16:51:00,46.9,12.0,24,29.79,10.0,NW,16.1,Partly Cloudy,310,2016-03-21,16,0
2016-03-21 17:51:00,46.0,10.9,24,29.83,10.0,WNW,9.2,Mostly Cloudy,300,2016-03-21,17,1
2016-03-21 18:51:00,44.1,9.0,24,29.86,10.0,NW,10.4,Clear,310,2016-03-21,18,0
2016-03-21 19:51:00,43.0,14.0,31,29.9,10.0,NW,12.7,Clear,310,2016-03-21,19,0
2016-03-21 20:51:00,42.1,16.0,35,29.95,10.0,WNW,10.4,Clear,300,2016-03-21,20,0
2016-03-21 21:51:00,41.0,16.0,36,29.98,10.0,NW,9.2,Scattered Clouds,310,2016-03-21,21,0
2016-03-21 22:51:00,39.0,19.0,45,30.01,10.0,WNW,9.2,Clear,300,2016-03-21,22,0
2016-03-21 23:51:00,37.9,18.0,45,30.04,10.0,WNW,18.4,Clear,290,2016-03-21,23,0
2016-03-22 00:51:00,37.0,17.1,44,30.04,10.0,WNW,6.9,Clear,300,2016-03-22,0,0
2016-03-22 01:51:00,36.0,17.1,46,30.06,10.0,Variable,3.5,Clear,0,2016-03-22,1,0
2016-03-22 02:51:00,36.0,17.1,46,30.07,10.0,Variable,6.9,Clear,0,2016-03-22,2,0
2016-03-22 03:51:00,36.0,17.1,46,30.08,10.0,WNW,9.2,Clear,300,2016-03-22,3,0
2016-03-22 04:51:00,36.0,16.0,44,30.1,10.0,Variable,6.9,Clear,0,2016-03-22,4,0
2016-03-22 05:51:00,36.0,16.0,44,30.12,10.0,Variable,4.6,Clear,0,2016-03-22,5,0
2016-03-22 06:51:00,35.1,16.0,46,30.14,10.0,Calm,0.0,Clear,0,2016-03-22,6,0
2016-03-22 07:51:00,35.1,17.1,48,30.16,10.0,West,5.8,Clear,270,2016-03-22,7,0
2016-03-22 08:51:00,37.0,16.0,42,30.18,10.0,Variable,4.6,Clear,0,2016-03-22,8,0
2016-03-22 09:51:00,41.0,17.1,38,30.19,10.0,West,8.1,Clear,280,2016-03-22,9,0
2016-03-22 10:51:00,43.0,16.0,34,30.2,10.0,West,6.9,Clear,280,2016-03-22,10,0
2016-03-22 11:51:00,45.0,15.1,30,30.17,10.0,Variable,6.9,Clear,0,2016-03-22,11,0
2016-03-22 12:51:00,48.0,15.1,27,30.14,10.0,West,9.2,Clear,270,2016-03-22,12,0
2016-03-22 13:51:00,51.1,16.0,25,30.11,10.0,Variable,6.9,Clear,0,2016-03-22,13,0
2016-03-22 14:51:00,54.0,16.0,22,30.07,10.0,Variable,6.9,Clear,0,2016-03-22,14,0
2016-03-22 15:51:00,54.0,19.9,26,30.06,10.0,Variable,5.8,Partly Cloudy,0,2016-03-22,15,0
2016-03-22 16:51:00,55.0,21.0,27,30.04,10.0,WSW,9.2,Clear,250,2016-03-22,16,0
2016-03-22 17:51:00,55.0,23.0,29,30.03,10.0,WSW,8.1,Clear,240,2016-03-22,17,0
2016-03-22 18:51:00,54.0,24.1,31,30.03,10.0,SW,9.2,Clear,230,2016-03-22,18,0
2016-03-22 19:51:00,53.1,25.0,34,30.02,10.0,WSW,9.2,Clear,250,2016-03-22,19,0
2016-03-22 20:51:00,53.1,26.1,35,30.03,10.0,Variable,4.6,Clear,0,2016-03-22,20,0
2016-03-22 21:51:00,52.0,30.9,45,30.03,10.0,South,10.4,Clear,190,2016-03-22,21,0
2016-03-22 22:51:00,51.1,30.9,46,30.02,10.0,South,9.2,Clear,190,2016-03-22,22,0
2016-03-22 23:51:00,48.9,30.9,50,30.01,10.0,Variable,6.9,Clear,0,2016-03-22,23,0
2016-03-23 00:51:00,48.9,30.0,48,29.98,10.0,North,6.9,Clear,0,2016-03-23,0,0
2016-03-23 01:51:00,50.0,30.0,46,29.97,10.0,WSW,8.1,Clear,240,2016-03-23,1,0
2016-03-23 02:51:00,48.9,30.9,50,29.97,10.0,Variable,6.9,Clear,0,2016-03-23,2,0
2016-03-23 03:51:00,48.9,30.9,50,29.94,10.0,WSW,11.5,Clear,240,2016-03-23,3,0
2016-03-23 04:51:00,50.0,32.0,50,29.92,10.0,WSW,6.9,Clear,240,2016-03-23,4,0
2016-03-23 05:51:00,50.0,32.0,50,29.92,10.0,West,8.1,Clear,260,2016-03-23,5,0
2016-03-23 06:51:00,50.0,33.1,52,29.92,10.0,North,8.1,Clear,0,2016-03-23,6,0
2016-03-23 07:51:00,51.1,33.1,50,29.94,10.0,Variable,6.9,Clear,0,2016-03-23,7,0
2016-03-23 08:51:00,52.0,32.0,47,29.94,10.0,WSW,8.1,Clear,250,2016-03-23,8,0
2016-03-23 09:51:00,55.0,32.0,42,29.95,10.0,WSW,10.4,Clear,250,2016-03-23,9,0
2016-03-23 10:51:00,57.9,30.9,36,29.95,10.0,Variable,3.5,Clear,0,2016-03-23,10,0
2016-03-23 11:51:00,60.1,30.0,32,29.94,10.0,West,6.9,Clear,260,2016-03-23,11,0
2016-03-23 12:51:00,62.1,28.0,28,29.94,10.0,WSW,9.2,Clear,250,2016-03-23,12,0
2016-03-23 13:51:00,64.9,27.0,24,29.94,10.0,Variable,4.6,Clear,0,2016-03-23,13,0
2016-03-23 14:51:00,66.9,28.0,23,29.94,10.0,West,8.1,Clear,270,2016-03-23,14,0
2016-03-23 15:51:00,69.1,28.0,22,29.93,10.0,Variable,6.9,Clear,0,2016-03-23,15,0
2016-03-23 16:51:00,71.1,28.0,20,29.93,10.0,West,6.9,Clear,280,2016-03-23,16,0
2016-03-23 17:51:00,70.0,28.0,21,29.94,10.0,North,6.9,Clear,0,2016-03-23,17,0
2016-03-23 18:51:00,69.1,28.0,22,29.95,10.0,Calm,0.0,Clear,0,2016-03-23,18,0
2016-03-23 19:51:00,66.0,28.0,24,29.97,10.0,Calm,0.0,Clear,0,2016-03-23,19,0
2016-03-23 20:51:00,63.0,32.0,31,29.99,10.0,SSE,4.6,Clear,160,2016-03-23,20,0
2016-03-23 21:51:00,60.1,33.1,36,30.01,10.0,NNE,3.5,Clear,30,2016-03-23,21,0
2016-03-23 22:51:00,57.9,35.1,42,30.04,10.0,NE,4.6,Clear,40,2016-03-23,22,0
2016-03-23 23:51:00,54.0,35.1,49,30.06,10.0,Variable,3.5,Clear,0,2016-03-23,23,0
2016-03-24 00:51:00,53.1,36.0,52,30.06,10.0,NE,5.8,Clear,50,2016-03-24,0,0
2016-03-24 01:51:00,50.0,37.0,61,30.06,10.0,ENE,16.1,Clear,60,2016-03-24,1,0
2016-03-24 02:51:00,46.0,36.0,68,30.06,10.0,NE,12.7,Clear,50,2016-03-24,2,0
2016-03-24 03:51:00,45.0,35.1,68,30.06,10.0,East,8.1,Clear,80,2016-03-24,3,0
2016-03-24 04:51:00,45.0,35.1,68,30.06,10.0,ENE,8.1,Clear,70,2016-03-24,4,0
2016-03-24 05:51:00,44.1,35.1,71,30.09,10.0,ENE,6.9,Clear,60,2016-03-24,5,0
2016-03-24 06:51:00,44.1,34.0,68,30.1,10.0,ENE,12.7,Clear,60,2016-03-24,6,0
2016-03-24 07:51:00,44.1,32.0,63,30.09,10.0,East,8.1,Clear,80,2016-03-24,7,0
2016-03-24 08:51:00,45.0,33.1,63,30.11,10.0,ENE,15.0,Clear,60,2016-03-24,8,0
2016-03-24 09:39:00,46.0,33.1,61,30.12,10.0,East,16.1,Mostly Cloudy,80,2016-03-24,9,1
2016-03-24 09:51:00,46.9,33.1,59,30.11,10.0,East,13.8,Overcast,80,2016-03-24,9,1
2016-03-24 10:46:00,48.2,35.6,62,30.13,10.0,ENE,16.1,Partly Cloudy,70,2016-03-24,10,0
2016-03-24 10:51:00,48.9,35.1,59,30.11,10.0,East,8.1,Partly Cloudy,80,2016-03-24,10,0
2016-03-24 11:51:00,48.9,35.1,59,30.09,10.0,ENE,11.5,Clear,70,2016-03-24,11,0
2016-03-24 12:51:00,51.1,36.0,56,30.07,10.0,East,11.5,Clear,80,2016-03-24,12,0
2016-03-24 13:51:00,53.1,37.0,55,30.04,10.0,NE,13.8,Clear,50,2016-03-24,13,0
2016-03-24 14:51:00,53.1,37.0,55,30.01,10.0,East,6.9,Scattered Clouds,90,2016-03-24,14,0
2016-03-24 14:58:00,53.1,37.0,55,30.03,10.0,Variable,5.8,Mostly Cloudy,0,2016-03-24,14,1
2016-03-24 15:51:00,51.1,36.0,56,29.99,10.0,ENE,12.7,Overcast,70,2016-03-24,15,1
2016-03-24 16:51:00,50.0,36.0,59,29.97,10.0,Variable,4.6,Overcast,0,2016-03-24,16,1
2016-03-24 17:51:00,48.9,39.0,69,29.96,9.0,Variable,5.8,Overcast,0,2016-03-24,17,1
2016-03-24 18:09:00,48.0,39.0,71,29.97,8.0,Variable,4.6,Overcast,0,2016-03-24,18,1
2016-03-24 18:51:00,46.9,39.0,74,29.94,7.0,ESE,8.1,Overcast,110,2016-03-24,18,1
2016-03-24 19:36:00,46.0,39.9,79,29.96,8.0,Variable,4.6,Overcast,0,2016-03-24,19,1
2016-03-24 19:51:00,46.0,39.9,79,29.93,7.0,Variable,6.9,Overcast,0,2016-03-24,19,1
2016-03-24 20:51:00,46.0,41.0,83,29.92,6.0,Variable,5.8,Haze,0,2016-03-24,20,0
2016-03-24 21:51:00,46.0,41.0,83,29.91,6.0,East,8.1,Haze,80,2016-03-24,21,0
2016-03-24 22:51:00,45.0,41.0,86,29.88,4.0,Variable,3.5,Overcast,0,2016-03-24,22,1
2016-03-24 22:58:00,45.0,41.0,86,29.89,4.0,ENE,6.9,Overcast,70,2016-03-24,22,1
2016-03-24 23:51:00,45.0,41.0,86,29.86,5.0,East,3.5,Overcast,100,2016-03-24,23,1
2016-03-24 23:58:00,46.0,41.0,83,29.88,5.0,Variable,3.5,Haze,0,2016-03-24,23,0
2016-03-25 00:51:00,46.0,42.1,86,29.84,4.0,East,6.9,Overcast,90,2016-03-25,0,1
2016-03-25 01:51:00,46.9,43.0,86,29.79,4.0,Calm,0.0,Overcast,0,2016-03-25,1,1
2016-03-25 02:43:00,46.9,43.0,86,29.79,4.0,Calm,0.0,Overcast,0,2016-03-25,2,1
2016-03-25 02:51:00,46.9,43.0,86,29.75,4.0,ENE,3.5,Mostly Cloudy,70,2016-03-25,2,1
2016-03-25 03:01:00,46.9,43.0,86,29.78,5.0,ENE,3.5,Mostly Cloudy,70,2016-03-25,3,1
2016-03-25 03:51:00,50.0,45.0,83,29.73,6.0,SE,5.8,Haze,130,2016-03-25,3,0
2016-03-25 04:51:00,50.0,46.0,86,29.71,6.0,Variable,3.5,Clear,0,2016-03-25,4,0
2016-03-25 05:51:00,51.1,46.9,86,29.7,7.0,East,3.5,Clear,80,2016-03-25,5,0
2016-03-25 06:51:00,52.0,48.0,86,29.7,6.0,Calm,0.0,Overcast,0,2016-03-25,6,1
2016-03-25 07:36:00,53.1,48.0,83,29.74,5.0,Calm,0.0,Light Rain,0,2016-03-25,7,1
2016-03-25 07:51:00,53.1,48.9,86,29.71,5.0,Variable,3.5,Overcast,0,2016-03-25,7,1
2016-03-25 08:51:00,61.0,53.1,75,29.72,10.0,Variable,4.6,Overcast,0,2016-03-25,8,1
2016-03-25 09:51:00,64.0,55.0,73,29.7,10.0,Variable,3.5,Overcast,0,2016-03-25,9,1
2016-03-25 10:51:00,66.0,54.0,65,29.72,9.0,Calm,0.0,Overcast,0,2016-03-25,10,1
2016-03-25 11:51:00,66.9,54.0,63,29.71,9.0,South,3.5,Overcast,180,2016-03-25,11,1
2016-03-25 12:09:00,66.9,55.0,66,29.73,9.0,Calm,0.0,Overcast,0,2016-03-25,12,1
2016-03-25 12:41:00,66.9,57.0,70,29.74,2.5,Variable,4.6,Light Rain,0,2016-03-25,12,1
2016-03-25 12:43:00,66.0,57.9,75,29.74,1.8,Variable,6.9,Heavy Rain,0,2016-03-25,12,1
2016-03-25 12:51:00,64.0,57.9,80,29.72,1.8,North,6.9,Light Rain,0,2016-03-25,12,1
2016-03-25 12:53:00,64.9,57.9,78,29.75,3.0,Variable,4.6,Light Rain,0,2016-03-25,12,1
2016-03-25 13:51:00,68.0,55.9,65,29.72,10.0,Calm,0.0,Mostly Cloudy,0,2016-03-25,13,1
2016-03-25 14:51:00,71.1,52.0,51,29.7,10.0,West,6.9,Mostly Cloudy,260,2016-03-25,14,1
2016-03-25 15:51:00,71.1,51.1,49,29.7,10.0,Variable,3.5,Mostly Cloudy,0,2016-03-25,15,1
2016-03-25 16:51:00,71.1,50.0,47,29.73,10.0,West,4.6,Overcast,280,2016-03-25,16,1
2016-03-25 17:51:00,70.0,46.0,42,29.75,10.0,West,3.5,Mostly Cloudy,260,2016-03-25,17,1
2016-03-25 18:51:00,68.0,41.0,37,29.8,10.0,West,8.1,Overcast,280,2016-03-25,18,1
2016-03-25 19:51:00,63.0,39.9,43,29.85,10.0,Variable,6.9,Overcast,0,2016-03-25,19,1
2016-03-25 20:51:00,59.0,37.0,44,29.92,10.0,Calm,0.0,Partly Cloudy,0,2016-03-25,20,0
2016-03-25 21:51:00,55.0,35.1,47,29.97,10.0,NW,4.6,Clear,320,2016-03-25,21,0
2016-03-25 22:51:00,52.0,32.0,47,30.0,10.0,Variable,3.5,Clear,0,2016-03-25,22,0
2016-03-25 23:51:00,48.0,34.0,58,30.04,10.0,NE,8.1,Clear,50,2016-03-25,23,0
2016-03-26 00:51:00,44.1,32.0,63,30.08,10.0,Variable,6.9,Clear,0,2016-03-26,0,0
2016-03-26 01:51:00,43.0,30.0,60,30.09,10.0,Variable,6.9,Clear,0,2016-03-26,1,0
2016-03-26 02:51:00,39.9,28.9,65,30.13,10.0,NE,12.7,Mostly Cloudy,40,2016-03-26,2,1
2016-03-26 03:27:00,41.0,28.0,60,30.17,10.0,NE,9.2,Overcast,50,2016-03-26,3,1
2016-03-26 03:51:00,41.0,28.0,60,30.16,10.0,NE,9.2,Overcast,50,2016-03-26,3,1
2016-03-26 04:42:00,39.9,27.0,60,30.2,10.0,NE,11.5,Scattered Clouds,50,2016-03-26,4,0
2016-03-26 04:51:00,39.9,26.1,58,30.18,10.0,NE,8.1,Partly Cloudy,40,2016-03-26,4,0
2016-03-26 05:51:00,39.0,25.0,57,30.21,10.0,NNE,9.2,Clear,30,2016-03-26,5,0
2016-03-26 06:51:00,37.9,25.0,60,30.24,10.0,NE,10.4,Clear,40,2016-03-26,6,0
2016-03-26 07:51:00,39.0,25.0,57,30.27,10.0,Variable,6.9,Clear,0,2016-03-26,7,0
2016-03-26 08:51:00,41.0,26.1,55,30.28,10.0,ENE,9.2,Clear,60,2016-03-26,8,0
2016-03-26 09:51:00,43.0,26.1,51,30.3,10.0,North,9.2,Clear,0,2016-03-26,9,0
2016-03-26 10:51:00,45.0,27.0,49,30.33,10.0,East,4.6,Clear,80,2016-03-26,10,0
2016-03-26 11:51:00,48.9,28.9,46,30.33,10.0,Variable,5.8,Clear,0,2016-03-26,11,0
2016-03-26 12:51:00,50.0,28.9,44,30.33,10.0,ENE,8.1,Clear,70,2016-03-26,12,0
2016-03-26 13:51:00,54.0,30.0,40,30.31,10.0,East,6.9,Clear,80,2016-03-26,13,0
2016-03-26 14:51:00,54.0,30.9,41,30.29,10.0,Variable,6.9,Clear,0,2016-03-26,14,0
2016-03-26 15:51:00,53.1,32.0,45,30.3,10.0,Variable,4.6,Mostly Cloudy,0,2016-03-26,15,1
2016-03-26 16:51:00,48.9,34.0,56,30.33,10.0,SSW,4.6,Overcast,200,2016-03-26,16,1
2016-03-26 17:51:00,46.9,34.0,61,30.36,10.0,Variable,5.8,Partly Cloudy,0,2016-03-26,17,0
2016-03-26 18:51:00,45.0,34.0,65,30.36,10.0,Calm,0.0,Clear,0,2016-03-26,18,0
2016-03-26 19:51:00,44.1,34.0,68,30.36,10.0,Variable,6.9,Clear,0,2016-03-26,19,0
2016-03-26 20:49:00,44.6,35.6,71,30.4,10.0,North,6.9,Mostly Cloudy,0,2016-03-26,20,1
2016-03-26 20:51:00,44.1,35.1,71,30.38,10.0,North,6.9,Mostly Cloudy,0,2016-03-26,20,1
2016-03-26 21:41:00,43.0,34.0,71,30.42,10.0,South,4.6,Scattered Clouds,180,2016-03-26,21,0
2016-03-26 21:51:00,43.0,34.0,71,30.39,10.0,Calm,0.0,Partly Cloudy,0,2016-03-26,21,0
2016-03-26 22:51:00,43.0,35.1,74,30.4,10.0,SSE,6.9,Clear,160,2016-03-26,22,0
2016-03-26 23:51:00,44.1,35.1,71,30.39,10.0,Variable,3.5,Mostly Cloudy,0,2016-03-26,23,1
2016-03-27 00:51:00,43.0,35.1,74,30.39,10.0,ESE,3.5,Mostly Cloudy,110,2016-03-27,0,1
2016-03-27 01:51:00,43.0,35.1,74,30.39,10.0,SE,5.8,Overcast,130,2016-03-27,1,1
